area_type,availability,location,society,total_sqft,bath,balcony,price,house_size,house_type
Built-up  Area,Ready To Move,Whitefield,laave e,1275.0,2,3,65.0,3,0
Super built-up  Area,18-Aug,Electronic City,prarkun,1128.0,2,1,65.58,2,0
Plot  Area,Ready To Move,OMBR Layout,independent,1200.0,4,2,200.0,4,1
Super built-up  Area,21-Nov,Thanisandra,bhe 2ko,1183.0,2,2,58.56,2,0
Super built-up  Area,Ready To Move,Whitefield,rabow r,1155.0,2,1,39.0,2,0
Super built-up  Area,Ready To Move,Kengeri,independent,1245.0,2,2,43.57,3,0
Built-up  Area,Ready To Move,Akshaya Nagar,independent,1000.0,2,1,38.0,2,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,brnia g,1040.0,2,1,75.0,2,0
Super built-up  Area,Ready To Move,Kundalahalli Colony,independent,1477.0,2,2,75.0,3,0
Plot  Area,17-Aug,Nagadevanahalli,independent,1050.0,3,3,85.0,4,1
Super built-up  Area,Ready To Move,Sarjapur  Road,shthi s,1525.0,2,2,65.0,3,0
Plot  Area,Ready To Move,Carmelaram,ocezes ,2000.0,3,0,120.0,3,0
Super built-up  Area,Ready To Move,Kaverappa Layout,vke 1 m,1220.0,2,1,65.0,2,0
Super built-up  Area,Ready To Move,Hebbal,kacesh ,2388.0,3,1,195.0,3,0
Super built-up  Area,18-Apr,Electronic City,prarkun,1355.0,2,1,97.6,2,0
Built-up  Area,Ready To Move,Whitefield,independent,1141.0,2,1,62.0,2,0
Super built-up  Area,21-Jun,Vijayanagar,saahaat,1046.0,2,0,49.06,2,0
Super built-up  Area,Ready To Move,Bannerghatta Road,independent,630.0,1,2,35.0,1,0
Super built-up  Area,Ready To Move,Pattandur Agrahara,arvasv ,1247.0,2,2,62.35,2,0
Built-up  Area,Ready To Move,Marathahalli,puerari,3855.0,4,3,220.0,4,0
Super built-up  Area,Ready To Move,Geddalahalli,independent,850.0,2,1,32.5,2,0
Super built-up  Area,Ready To Move,KR Puram,sryam n,1120.0,2,2,36.0,2,0
Super built-up  Area,18-Aug,Jakkur,ceezey ,1798.0,3,1,110.0,3,0
Built-up  Area,Ready To Move,Bisuvanahalli,prityel,1180.0,2,1,45.0,3,0
Super built-up  Area,Ready To Move,Kereguddadahalli,jaood g,1000.0,2,1,34.0,2,0
Super built-up  Area,19-Mar,Whitefield,prtates,1216.0,2,1,82.0,2,0
Built-up  Area,Ready To Move,Margondanahalli,independent,900.0,2,0,65.0,2,1
Built-up  Area,Ready To Move,TC Palaya,independent,1100.0,2,0,65.0,2,1
Super built-up  Area,Ready To Move,Whitefield,uke 2nz,1495.0,3,3,88.0,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,goelsn ,1700.0,3,3,120.0,3,0
Super built-up  Area,20-Dec,Whitefield,oreldhi,1564.0,3,1,103.0,3,0
Super built-up  Area,18-Apr,Reliaable Tranquil Layout,sariana,1256.0,2,1,65.0,2,0
Super built-up  Area,18-Jun,Kundalahalli,dieldli,1047.0,2,1,89.0,2,0
Super built-up  Area,18-Apr,Bhoganhalli,rosha i,1458.0,3,1,78.45,3,0
Super built-up  Area,19-Dec,Hoodi,caycend,1063.0,2,1,61.17,2,0
Super built-up  Area,Ready To Move,Garudachar Palya,independent,1150.0,2,1,52.5,2,0
Built-up  Area,Ready To Move,Chandapura,independent,450.0,1,1,9.0,1,0
Built-up  Area,Ready To Move,Ramamurthy Nagar,amazaa ,1360.0,2,0,45.0,2,0
Built-up  Area,Ready To Move,Marathahalli,independent,1605.0,3,2,76.0,3,0
Carpet  Area,Ready To Move,Nagarbhavi,independent,1200.0,4,2,205.0,3,0
Super built-up  Area,18-Aug,Haralur Road,snnia e,1810.0,3,2,100.0,3,0
Super built-up  Area,18-Aug,LB Shastri Nagar,independent,1250.0,2,2,48.5,2,0
Built-up  Area,Ready To Move,R.T. Nagar,independent,1100.0,3,0,125.0,2,1
Super built-up  Area,18-Dec,Dommasandra,independent,850.0,2,1,25.4,2,0
Built-up  Area,18-Jul,Electronic City Phase II,sryalan,1025.0,2,1,26.65,2,0
Built-up  Area,Ready To Move,Uttarahalli,sivelma,980.0,2,1,45.0,2,0
Super built-up  Area,Ready To Move,Basavanagara,independent,1428.0,2,1,70.0,3,0
Super built-up  Area,Ready To Move,Shanti Nagar,swionma,1130.0,2,0,74.0,2,0
Super built-up  Area,Ready To Move,JP Nagar,arndesa,2050.0,3,3,82.0,3,0
Super built-up  Area,Ready To Move,Bagalur,krton s,1407.0,2,1,83.87,2,0
Super built-up  Area,Ready To Move,Whitefield,sulesil,1585.0,3,1,84.0,3,0
Built-up  Area,Ready To Move,Jakkur,miershi,1785.0,3,2,130.0,3,0
Built-up  Area,Ready To Move,BSM Extension,raave e,900.0,2,3,45.0,2,0
Plot  Area,Ready To Move,Somanna Garden,independent,1350.0,4,2,160.0,4,1
Super built-up  Area,Ready To Move,Kanakpura Road,puandhi,1843.0,3,2,96.2,3,0
Super built-up  Area,Ready To Move,Munivenkatppa Layout,sniew l,2375.0,3,0,260.0,4,0
Super built-up  Area,Ready To Move,RPC layout,dee 2 p,1200.0,2,1,67.0,2,0
Super built-up  Area,Ready To Move,Akshaya Nagar,independent,1113.0,2,1,52.0,2,0
Super built-up  Area,Ready To Move,Anekal,independent,1150.0,3,2,45.0,3,0
Super built-up  Area,Ready To Move,Yeshwanthpur,vsinedi,770.0,1,1,70.0,2,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,pentyvb,1181.0,2,2,57.0,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,independent,1550.0,3,3,64.7,3,0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,independent,1200.0,2,0,86.0,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,grrvagr,1295.0,2,2,55.47,2,0
Plot  Area,Ready To Move,Kenchenahalli,independent,480.0,3,3,65.0,3,1
Super built-up  Area,Ready To Move,Lingadheeranahalli,soiewre,1506.0,3,1,95.0,3,0
Built-up  Area,Ready To Move,"HSR Layout 7th sector, ",independent,1872.0,3,2,152.0,3,0
Super built-up  Area,Ready To Move,Sarjapur  Road,adeatlm,2900.0,4,2,240.0,4,0
Super built-up  Area,18-Jun,Abbigere,dsestma,1326.0,2,1,35.0,3,0
Super built-up  Area,Ready To Move,Talaghattapura,independent,1040.0,2,1,33.28,2,0
Plot  Area,Ready To Move,Bettadasanapura,independent,1200.0,5,1,90.0,5,1
Super built-up  Area,Ready To Move,Hennur,sluresi,1020.0,2,1,48.0,2,0
Super built-up  Area,Ready To Move,Gokula Extension,independent,1400.0,3,2,90.0,3,0
Plot  Area,Ready To Move,Weavers Colony,independent,812.0,1,1,26.0,1,1
Super built-up  Area,19-Aug,Kodathi,independent,829.0,2,1,22.8,2,0
Plot  Area,Ready To Move,Vijayanagar,independent,750.0,4,3,95.0,5,1
Plot  Area,Ready To Move,Sanjay nagar,independent,2700.0,4,2,350.0,4,1
Super built-up  Area,21-May,Kanakpura Road,golusli,1500.0,3,1,72.99,3,0
Built-up  Area,Ready To Move,Ananth Nagar,independent,850.0,2,1,25.99,2,0
Built-up  Area,Ready To Move,Kaval Byrasandra,apallen,1180.0,2,2,60.0,2,0
Super built-up  Area,Ready To Move,Channasandra,independent,1010.0,2,1,36.0,2,0
Built-up  Area,Ready To Move,Marathahalli,cores v,1350.0,2,2,60.0,2,0
Built-up  Area,Ready To Move,Talaghattapura,independent,1100.0,2,0,50.0,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,wiowsri,1450.0,2,2,62.93,3,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,grrvagr,1133.0,2,2,40.0,2,0
Super built-up  Area,Ready To Move,Thanisandra,soitya ,1564.0,3,2,100.0,3,0
Plot  Area,Ready To Move,Doddaballapur,independent,640.0,1,0,10.5,2,1
Super built-up  Area,Ready To Move,Thigalarapalya,prtanha,2072.0,4,2,157.0,3,0
Plot  Area,Ready To Move,Rajaji Nagar,independent,432.0,2,1,65.0,2,1
Super built-up  Area,Ready To Move,Kanakapura,spavenc,1460.0,2,3,51.1,3,0
Super built-up  Area,Ready To Move,A Narayanapura,independent,600.0,2,1,35.0,1,0
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",independent,700.0,2,1,35.0,2,0
Super built-up  Area,Ready To Move,Yelahanka,prensya,654.0,1,1,38.0,1,0
Super built-up  Area,Ready To Move,Ankappa Layout,oadrach,1105.0,2,2,50.0,2,0
Super built-up  Area,Ready To Move,Hebbal Kempapura,goateds,1800.0,3,3,150.0,3,0
Plot  Area,Ready To Move,Yelachenahalli,independent,1200.0,2,2,160.0,2,1
Super built-up  Area,Ready To Move,Amruthnagar,unarlth,1000.0,2,1,51.0,2,0
Built-up  Area,Ready To Move,HSR Layout,independent,3500.0,5,0,350.0,5,1
Super built-up  Area,18-Apr,Gattahalli,hameson,1240.0,2,1,63.0,3,0
Super built-up  Area,Ready To Move,Bellandur,independent,1200.0,2,3,45.0,2,0
Super built-up  Area,Ready To Move,Yelahanka New Town,khatsfl,1400.0,2,2,80.0,3,0
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,independent,1393.0,3,2,54.0,3,0
Super built-up  Area,Ready To Move,Whitefield,independent,1140.0,2,2,50.0,2,0
Plot  Area,Ready To Move,Sahakara Nagar,independent,1000.0,5,0,130.0,5,1
Built-up  Area,Ready To Move,Gulimangala,daxir e,1640.0,3,2,70.0,3,0
Plot  Area,Ready To Move,Kithaganur,independent,1200.0,2,0,62.0,2,1
Built-up  Area,Ready To Move,Rajaji Nagar,independent,720.0,2,2,65.0,2,0
Super built-up  Area,Ready To Move,Yelenahalli,independent,1650.0,3,3,68.0,3,0
Super built-up  Area,Ready To Move,Nagavara,k dotna,2496.0,4,2,125.0,4,0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,naensga,905.0,2,1,32.0,2,0
Super built-up  Area,Ready To Move,HAL 2nd Stage,independent,1600.0,3,1,125.0,3,0
Super built-up  Area,17-Apr,Chikkalasandra,independent,1070.0,2,1,45.48,2,0
Built-up  Area,Ready To Move,Koramangala,independent,1200.0,2,2,100.0,2,0
Plot  Area,Ready To Move,Indira Nagar,independent,1800.0,5,2,350.0,5,1
Built-up  Area,Ready To Move,8th Phase JP Nagar,independent,2600.0,4,2,115.0,4,1
Super built-up  Area,Ready To Move,Old Airport Road,independent,1145.0,2,2,75.0,2,0
Super built-up  Area,Ready To Move,Addischetan Layout,malyxer,1495.0,3,2,55.0,3,0
Plot  Area,Ready To Move,Basavanagara,independent,1200.0,2,1,300.0,3,1
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,pantsce,1400.0,3,2,53.0,3,0
Built-up  Area,18-Dec,Whitefield,independent,1558.0,3,2,90.0,3,0
Super built-up  Area,20-Jan,Balagere,soresea,1007.0,2,1,53.0,2,0
Super built-up  Area,Ready To Move,Ananth Nagar,independent,902.0,2,1,25.26,2,0
Super built-up  Area,Ready To Move,Kallumantapa,bsarknd,1054.0,2,1,53.0,2,0
Super built-up  Area,Ready To Move,Uttarahalli,independent,1135.0,2,3,39.73,3,0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,mauner ,996.0,2,2,49.0,2,0
Super built-up  Area,18-Aug,Vimanapura,independent,1275.0,2,2,47.0,2,0
Plot  Area,Ready To Move,NRI Layout,independent,1250.0,2,0,75.0,2,1
Built-up  Area,Ready To Move,Hennur,independent,2502.0,4,2,170.0,4,0
Super built-up  Area,Ready To Move,Sadaramangala,maletr ,1394.0,2,3,52.0,2,0
Super built-up  Area,Ready To Move,Konena Agrahara,esadens,1075.0,2,1,57.0,2,0
Plot  Area,Ready To Move,Mysore Road,naoden ,1800.0,3,0,42.3,3,0
Built-up  Area,Ready To Move,Indira Nagar,monorh ,1500.0,3,3,120.0,3,0
Super built-up  Area,18-Oct,Rayasandra,independent,1708.0,3,1,76.0,4,0
Plot  Area,Ready To Move,Whitefield,adowslm,1500.0,3,1,250.0,3,1
Built-up  Area,Ready To Move,Jakkur Plantation,reicace,1800.0,4,3,115.0,3,0
Super built-up  Area,Ready To Move,Harlur,independent,1532.0,2,1,65.0,2,0
Super built-up  Area,18-Sep,Hosa Road,mahesr ,1726.0,3,2,81.99,3,0
Super built-up  Area,Ready To Move,Hanumanth Nagar,saersel,1220.0,2,2,54.89,2,0
Super built-up  Area,Ready To Move,Chikkalasandra,independent,1100.0,2,2,50.0,2,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,atntspa,1530.0,3,3,40.0,3,0
Super built-up  Area,18-Jan,Hosa Road,srrnauv,840.0,2,1,28.0,2,0
Super built-up  Area,18-Apr,Bommanahalli,independent,1250.0,4,3,39.0,3,0
Super built-up  Area,Ready To Move,CV Raman Nagar,independent,1030.0,2,0,35.0,2,0
Super built-up  Area,Ready To Move,Raghavendra Layout,muiseek,1499.0,3,2,89.0,3,0
Super built-up  Area,Ready To Move,Varsova Layout,moaveen,1280.0,2,3,55.0,3,0
Built-up  Area,Ready To Move,Munnekollal,independent,1170.0,2,2,59.0,2,0
Plot  Area,Ready To Move,Chikka Tirupathi,independent,2646.0,3,0,99.0,3,1
Super built-up  Area,18-Apr,Thirumenahalli,mntha a,1161.0,2,3,36.69,2,0
Plot  Area,Ready To Move,Yelahanka,independent,1633.0,2,1,72.0,2,1
Built-up  Area,Ready To Move,Richards Town,maionma,1050.0,2,2,65.0,2,0
Plot  Area,18-Apr,Hennur Road,saandtt,1650.0,5,3,309.0,4,1
Super built-up  Area,19-Dec,Varthur Road,aseenh ,552.5,1,0,13.26,1,0
Super built-up  Area,Ready To Move,Attibele,jae 1hu,418.0,2,1,11.5,1,0
Super built-up  Area,Ready To Move,Bhattarahalli,independent,905.0,2,2,50.0,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,dwntsap,1510.0,2,2,55.0,3,0
Super built-up  Area,Ready To Move,Chikkalasandra,independent,1390.0,2,3,60.47,3,0
Super built-up  Area,Ready To Move,Kasturi Nagar,independent,1101.0,2,2,66.0,2,0
Super built-up  Area,Ready To Move,Srirampura,mvmesle,2736.0,4,0,130.0,4,0
Super built-up  Area,18-Apr,EPIP Zone,brontla,2350.0,4,2,163.0,3,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,pridel ,1056.0,2,2,55.0,2,0
Super built-up  Area,Ready To Move,Kanakpura Road,independent,1425.0,2,2,49.88,3,0
Super built-up  Area,17-Jun,Electronics City Phase 1,shitt s,1450.0,3,1,70.0,3,0
Built-up  Area,Ready To Move,Pai Layout,saage v,1000.0,2,2,34.0,2,0
Super built-up  Area,18-Mar,Haralur Road,snnia e,575.0,1,1,38.0,1,0
Plot  Area,Ready To Move,Kanakpura Road,independent,2000.0,2,0,180.0,3,1
Built-up  Area,Ready To Move,Raghavendra Layout,gomeseg,1770.0,3,2,90.0,3,0
Super built-up  Area,Ready To Move,Byadarahalli,prurten,3155.0,3,2,315.0,3,0
Plot  Area,Ready To Move,Anandapura,independent,616.0,3,1,45.0,2,1
Super built-up  Area,Ready To Move,JP Nagar,shika a,745.0,1,0,34.27,1,0
Super built-up  Area,18-Aug,Kudlu Gate,sanzaat,1547.0,2,2,103.0,2,0
Super built-up  Area,Ready To Move,Panathur,prcesvy,1713.0,3,1,120.0,3,0
Plot  Area,Ready To Move,Sarjapur,prldsum,3300.0,4,2,430.0,4,1
Super built-up  Area,Ready To Move,Yeshwanthpur,rnvasth,1856.0,4,2,180.0,3,0
Super built-up  Area,Ready To Move,RMV Extension,dsuresi,1152.0,2,1,57.0,2,0
Super built-up  Area,Ready To Move,Dodda Nekkundi,independent,1100.0,2,1,46.75,2,0
Super built-up  Area,Ready To Move,Narayanapura,arioshe,2357.0,3,2,135.0,3,0
Super built-up  Area,Ready To Move,Akshaya Nagar,independent,1820.0,4,2,95.0,3,0
Super built-up  Area,18-Dec,Kannamangala,sonue a,1865.0,3,1,139.0,3,0
Built-up  Area,Ready To Move,Kanakpura Road,prdhue ,1240.0,2,2,65.0,2,0
Super built-up  Area,Ready To Move,Padmanabhanagar,naasyak,1360.0,3,1,75.0,3,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,shitt s,1450.0,2,2,63.51,3,0
Super built-up  Area,Ready To Move,Budigere,pritytr,1139.0,2,2,72.0,2,0
Super built-up  Area,Ready To Move,Begur Road,independent,1565.0,2,2,56.0,3,0
Plot  Area,Ready To Move,Anjanapura,independent,1200.0,3,2,165.0,3,1
Plot  Area,Ready To Move,Kurubarahalli,independent,600.0,4,0,77.0,4,1
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,independent,1200.0,2,2,39.0,2,0
Super built-up  Area,Ready To Move,Yeshwanthpur,goandn ,1855.0,3,3,140.0,3,0
Plot  Area,Ready To Move,Margondanahalli,independent,1100.0,2,1,55.0,2,1
Built-up  Area,Ready To Move,Arehalli,independent,1350.0,2,2,65.0,3,0
Super built-up  Area,Ready To Move,Old Madras Road,saciatt,2266.0,3,2,207.0,3,0
Super built-up  Area,Ready To Move,Hosur Road,independent,660.0,1,1,23.0,1,0
Built-up  Area,Ready To Move,Kodihalli,independent,1490.0,2,1,150.0,2,0
Super built-up  Area,Ready To Move,Kambipura,prrtht ,1083.0,2,1,48.0,3,0
Super built-up  Area,18-Mar,Hennur Road,puachal,1232.0,2,1,83.0,2,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,naonysy,1550.0,3,1,86.8,3,0
Super built-up  Area,Ready To Move,Whitefield,iseenst,1227.0,2,2,70.0,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,independent,1059.0,2,2,68.0,2,0
Built-up  Area,Ready To Move,Electronic City Phase II,assha a,545.0,1,1,29.0,2,0
Super built-up  Area,Ready To Move,Mahadevpura,neisei ,1152.0,2,1,54.0,2,0
Super built-up  Area,Ready To Move,Kenchenahalli,ariospa,870.0,1,1,45.0,2,0
Super built-up  Area,17-Dec,Panathur,independent,1210.0,2,1,78.0,2,0
Super built-up  Area,19-Mar,Thanisandra,bhe 2ko,663.0,1,0,46.1,1,0
Super built-up  Area,Ready To Move,Hennur Gardens,plhtshe,1464.0,2,1,135.0,3,0
Built-up  Area,Ready To Move,Kadubeesanahalli,independent,1365.0,3,1,80.0,3,0
Super built-up  Area,Ready To Move,Whitefield,priew p,1704.0,3,1,120.0,3,0
Super built-up  Area,18-Dec,Whitefield,bslasin,1495.0,3,0,60.55,3,0
Super built-up  Area,19-Oct,Whitefield,svacyeg,1256.0,2,0,73.0,2,0
Built-up  Area,Ready To Move,Kengeri,independent,883.0,2,0,49.0,2,0
Built-up  Area,Ready To Move,Bisuvanahalli,prityel,1080.0,2,1,45.0,3,0
Super built-up  Area,Ready To Move,Marsur,asara s,497.0,1,1,25.0,2,0
Super built-up  Area,21-Sep,9th Phase JP Nagar,vasisvi,1073.0,2,1,52.36,2,0
Super built-up  Area,Ready To Move,Rajaji Nagar,independent,3000.0,6,3,250.0,6,0
Super built-up  Area,Ready To Move,Doddabommasandra,apion m,1300.0,2,3,32.0,2,0
Built-up  Area,Ready To Move,Thanisandra,pronyt ,662.0,1,0,45.0,1,0
Super built-up  Area,18-Apr,Kumara Park,independent,1200.0,2,2,75.0,2,0
Built-up  Area,Ready To Move,5th Phase JP Nagar,independent,1550.0,3,3,75.0,3,0
Super built-up  Area,Ready To Move,7th Block Jayanagar,jaitira,1707.0,3,2,171.0,3,0
Super built-up  Area,Ready To Move,Banashankari,bregae ,1310.0,2,2,80.43,2,0
Super built-up  Area,Ready To Move,Sarjapur  Road,independent,1577.0,3,2,65.0,3,0
Super built-up  Area,Ready To Move,Kodigehaali,shyas s,1324.0,3,2,65.0,3,0
Super built-up  Area,Ready To Move,Kothanur,somumys,1786.0,2,2,106.0,3,0
Super built-up  Area,Ready To Move,Kamala Nagar,independent,565.0,1,1,33.0,1,0
Built-up  Area,Ready To Move,Electronic City,palleon,635.0,1,1,28.0,1,0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,mbodsen,1368.0,2,1,54.71,3,0
Super built-up  Area,Ready To Move,Kanakpura Road,jrrnauv,1450.0,3,3,55.0,3,0
Super built-up  Area,Ready To Move,Devanahalli,independent,1045.0,2,2,48.0,2,0
Super built-up  Area,18-Aug,Electronic City,prarkun,1128.0,2,1,65.4,2,0
Built-up  Area,Ready To Move,Bhoganhalli,tenceen,1125.0,2,1,54.0,2,0
Super built-up  Area,18-Jul,Whitefield,prtates,1195.0,2,1,62.38,2,0
Plot  Area,Ready To Move,Ramakrishnappa Layout,independent,630.0,2,1,70.0,1,1
Plot  Area,Ready To Move,Kaggadasapura,independent,1350.0,2,0,105.0,3,1
Super built-up  Area,Ready To Move,Domlur,independent,1740.0,3,0,120.0,3,0
Super built-up  Area,Ready To Move,Bommasandra,vaodspe,877.0,2,1,29.0,2,0
Built-up  Area,Ready To Move,Whitefield,paony h,1770.0,4,1,68.0,3,0
Super built-up  Area,Ready To Move,Yelahanka New Town,independent,450.0,1,1,15.0,1,0
Plot  Area,18-Apr,tc.palya,independent,1000.0,2,1,55.0,2,1
Super built-up  Area,Ready To Move,Whitefield,independent,1300.0,2,2,78.0,2,0
Super built-up  Area,Ready To Move,Doddathoguru,independent,1300.0,2,1,42.0,3,0
Built-up  Area,Ready To Move,Chikkathoguru,srvasi ,1045.0,2,2,42.0,2,0
Super built-up  Area,Ready To Move,Chelekare,independent,1250.0,2,1,62.4,2,0
Plot  Area,Ready To Move,Bande Nallasandra,ceureld,2400.0,4,1,130.0,3,1
Super built-up  Area,Ready To Move,Kanakpura Road,hahtsya,1420.0,3,3,68.0,3,0
Built-up  Area,Ready To Move,Sector 1 HSR Layout,independent,1720.0,3,3,83.0,3,0
Plot  Area,Ready To Move,Anandapura,independent,1200.0,2,0,66.0,3,1
Super built-up  Area,Ready To Move,Whitefield,foityin,1570.0,3,3,88.0,3,0
Super built-up  Area,18-May,Sarjapur  Road,asastde,1157.0,2,1,74.0,3,0
Super built-up  Area,Ready To Move,Sarjapur,asinesu,535.0,1,1,20.0,2,0
Super built-up  Area,Ready To Move,Kanakapura,spavenc,1120.0,2,2,39.2,2,0
Super built-up  Area,Ready To Move,Kenchenahalli,ariospa,1150.0,2,2,60.0,2,0
Plot  Area,Ready To Move,Hebbal Kempapura,independent,2400.0,5,2,200.0,5,1
Super built-up  Area,Ready To Move,6th Phase JP Nagar,solip t,2003.0,3,3,200.0,3,0
Carpet  Area,Ready To Move,Thirumenahalli,independent,1100.0,2,2,70.0,2,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,independent,900.0,2,1,42.0,2,0
Super built-up  Area,Ready To Move,Talaghattapura,independent,1372.0,2,1,43.9,3,0
Super built-up  Area,Ready To Move,Bisuvanahalli,prityel,1180.0,2,1,55.5,3,0
Super built-up  Area,Ready To Move,Electronic City,sravesl,1096.0,2,2,39.0,2,0
Super built-up  Area,Ready To Move,Yeshwanthpur,ibityin,2504.0,3,3,138.0,3,0
Built-up  Area,Ready To Move,Raghuvanahalli,independent,420.0,1,1,23.5,1,0
Super built-up  Area,Ready To Move,Hennur Road,sairesa,1832.0,3,1,116.0,3,0
Built-up  Area,Ready To Move,Vasanthapura,independent,940.0,2,1,40.0,2,0
Built-up  Area,18-Aug,Electronic City Phase II,sryalan,1020.0,2,1,29.45,2,0
Built-up  Area,Ready To Move,Abbigere,independent,2500.0,6,0,81.0,6,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,independent,1400.0,2,2,45.0,2,0
Built-up  Area,Ready To Move,HAL Layout,independent,1675.0,3,2,65.0,3,0
Super built-up  Area,Ready To Move,Tumkur Road,independent,708.0,2,1,32.0,2,0
Super built-up  Area,Ready To Move,Channasandra,unm 2el,1123.0,2,1,36.0,2,0
Super built-up  Area,Ready To Move,Talaghattapura,independent,1100.0,2,1,49.49,2,0
Super built-up  Area,Ready To Move,Upkar Layout,dsstaen,1225.0,2,2,71.05,2,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,soiewre,1683.0,3,1,140.0,3,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,independent,410.0,1,1,15.0,1,0
Plot  Area,Ready To Move,Banashankari Stage II,independent,2400.0,2,2,300.0,3,1
Plot  Area,Ready To Move,Kenchenhalli,independent,1350.0,4,1,90.0,4,1
Super built-up  Area,Ready To Move,Gubbalala,mauiltr,1475.0,2,2,80.0,2,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,shyamsh,1120.0,2,2,49.0,2,0
Super built-up  Area,Ready To Move,KR Puram,apntsal,1150.0,2,1,42.0,2,0
Super built-up  Area,Ready To Move,Yeshwanthpur,ibityin,1165.0,2,1,85.0,2,0
Super built-up  Area,Ready To Move,Harlur,independent,1756.0,3,2,134.0,3,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,soechha,1409.0,2,2,95.0,2,0
Super built-up  Area,Ready To Move,Mahadevpura,neisei ,1212.0,2,1,56.9,2,0
Super built-up  Area,Ready To Move,Doddathoguru,vbplema,1140.0,2,2,26.49,2,0
Super built-up  Area,19-Sep,Hegde Nagar,soisoca,2087.01,3,2,115.0,3,0
Super built-up  Area,Ready To Move,Jalahalli East,shshasa,775.0,1,0,34.1,1,0
Super built-up  Area,18-Apr,Sarjapur  Road,pualesk,1700.0,3,1,118.0,3,0
Super built-up  Area,Ready To Move,Carmelaram,dsensn ,1732.5,3,0,91.86,3,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,independent,1110.0,2,1,52.0,2,0
Built-up  Area,Ready To Move,Chikka Tirupathi,theanmp,2704.0,5,0,105.0,4,1
Plot  Area,Ready To Move,Vidya Nagar,independent,3760.0,2,0,280.0,2,1
Plot  Area,Ready To Move,Hormavu,independent,1600.0,5,2,140.0,5,1
Super built-up  Area,19-Dec,Bhoganhalli,rosha i,1205.0,2,2,64.47,2,0
